Message,IsToxic
Cút ngay cho khuất mắt tao đồ vô học,1
ừ,0
đm ...,1
vâng,0
vclll bà dốt,1
Thuốc diệt chuột này mạnh thật,0
Ê !,0
Bác check môn học giúp mình,0
n.g.u anh em điên,1
Chị hướng dẫn lab nha admin,0
Bạn điên đb,1
Tớ tìm web không?,0
d.k.m anh em rác rưởi,1
haha,0
tổ sư ??,1
Món này dở tệ,0
Hế lô mn,0
Hi !,0
Mn điên chó đẻ,1
Ông điên chó đẻ,1
Ông rác đcm,1
Ông điên clgt,1
v c l mày vô học,1
vãi l n.g.u,1
Hế lô !,0
Cả nhà cả nhà,0
Ê nha,0
Hi mn cả nhà,0
v c l mày đần,1
o'c cho' con này hãm,1
ừ,0
đúng rồi,0
vãi l dkm,1
Anh em rác clgt,1
Nhìn cái mặt là thấy bần rồi,1
Admin chia sẻ code vui vẻ,0
Thứ hãm như mày thì làm được gì,1
đb v_l,1
Con kia điên vl,1
Cút ngay cho khuất mắt tao đồ phế vật,1
clgt dkm,1
Con này ngu đm,1
"Làm ăn như mẹ mày, đồ dốt",1
đm n.g.u,1
Cút ngay cho khuất mắt tao đồ dốt,1
Mày hãm đcm,1
Con nộp môn học nha,0
vâng,0
Con chia sẻ đồ án cảm ơn,0
Admin hướng dẫn sql vui vẻ,0
tổ sư !,1
Bác nộp c# giúp mình,0
Chị xem qua deadline nha admin,0
r4c con kia rác rưởi,1
Chú xem qua code nhé,0
Giết thời gian bằng cách đọc sách,0
Mn ngu vl,1
Thằng này điên chó đẻ,1
Thằng này rác vl,1
Con quỷ nhỏ này đáng yêu quá,0
Phòng này bẩn quá,0
Em xem qua c# không?,0
Cái máy này tã quá,0
Bực mình cái mạng lag quá,0
Ông điên clgt,1
Cả nhà cả nhà,0
Bác hướng dẫn web thế nào,0
Bực mình cái mạng lag quá,0
đúng rồi,0
Hi cả nhà,0
Hế lô nhé,0
clgt v_l,1
Bác sửa giúp sql nha bác,0
sai rồi,0
Mình hướng dẫn code nhé,0
Em sửa giúp database ạ,0
Tớ xem qua database vui vẻ,0
Mọi người mn,0
đb n.g.u,1
Mình hỏi c# không?,0
Bác tìm thi nha admin,0
Em hỏi database cảm ơn,0
vãi l !,1
ngu v l bạn lừa đảo,1
Cút ngay cho khuất mắt tao đồ điên,1
Mày hãm chó đẻ,1
hihi,0
Anh chia sẻ đồ án giúp mình,0
Admin hỏi thi giúp mình,0
r4c bạn hãm,1
Anh chia sẻ server nhé,0
đcm !,1
Thằng kia ngu đm,1
Chào !,0
Hello các bạn !,0
Con này điên chó đẻ,1
đb ...,1
Lỗi này khó chịu ghê,0
uhm,0
Phòng này bẩn quá,0
Anh hỏi git cảm ơn,0
Em check bug không?,0
Hế lô nha,0
clgt !,1
Thuốc diệt chuột này mạnh thật,0
Anh em điên đb,1
đ.m anh em hãm,1
vl ??,1
Hi mn !,0
Mn rác vcl,1
haha,0
ok,0
Đừng làm hỏng đồ nhé,0
o'c cho' mày bần,1
đéo đ.m,1
Mày điên đmm,1
Chú làm deadline nhé,0
Cút ngay cho khuất mắt tao đồ điên,1
Bác chia sẻ database nhé,0
Mình xin đồ án nhé,0
thế à,0
Thằng kia điên vcl,1
Admin làm server ạ,0
Phòng này bẩn quá,0
dkm thằng này bần,1
Thằng ngáo này câm mồm vào,1
Thằng vô học này câm mồm vào,1
Chị hướng dẫn java không?,0
Bớt sủa lại đi cái thứ lừa đảo,1
clgt ...,1
Chị chia sẻ database cảm ơn,0
Đánh bay mọi vết bẩn,0
Hello mn,0
Nhìn cái mặt là thấy vô học rồi,1
không được,0
Chửi hay quá bạn ơi,0
Con quỷ nhỏ này đáng yêu quá,0
Con tư vấn thi không?,0
d.k.m bạn bần,1
Bà điên đéo,1
chó đẻ ...,1
Chú nộp java cảm ơn,0
Vãi thật cái này hay thế,0
Chửi hay quá bạn ơi,0
Mọi người !,0
đúng rồi,0
huhu,0
Con tìm môn học với,0
đ km anh em khùng,1
ngu v l ông đẻ ra phí cơm,1
Anh em rác vcl,1
Mình nộp server nha bác,0
vcl n.g.u,1
Bác hỏi java ạ,0
Thuốc diệt chuột này mạnh thật,0
Chú tư vấn sql không?,0
v c l bà khùng,1
Mn điên chó đẻ,1
Hi mn !,0
Hi mn cả nhà,0
cứt d.k.m,1
"Làm ăn như đéo, đồ dốt",1
Tớ chia sẻ bug vui vẻ,0
Ông hãm clgt,1
đmm đ.m,1
Xin chào !,0
Em hướng dẫn code nhé,0
Ông hãm đéo,1
Em check deadline cảm ơn,0
Tao giết con gà làm thịt,0
đb !,1
Mày tưởng mày giỏi lắm à cái loại ngu,1
Bắt chó đi dạo,0
Đánh bay mọi vết bẩn,0
Bớt sủa lại đi cái thứ phế vật,1
Em nộp git nha admin,0
Món này dở tệ,0
đb !,1
Em sửa giúp java cảm ơn,0
Thứ đẻ ra phí cơm như mày thì làm được gì,1
đ.m thằng này phế vật,1
Thứ vô học như mày thì làm được gì,1
huhu,0
Đánh bay mọi vết bẩn,0
đb vclll,1
d.k.m anh em đẻ ra phí cơm,1
"Làm ăn như mẹ mày, đồ đẻ ra phí cơm",1
Thằng óc chó này câm mồm vào,1
vcl ,1
Món này dở tệ,0
v c l thằng kia phế vật,1
Đánh bay mọi vết bẩn,0
Bạn điên clgt,1
Mn hãm cứt,1
Em check code nha bác,0
vâng,0
Bớt sủa lại đi cái thứ vô học,1
Thằng này rác vcl,1
Game này khó chết đi được,0
không được,0
ngu v l bạn bần,1
ừ,0
Bác xem qua môn học nha,0
Hế lô nha,0
Bác hướng dẫn lab cảm ơn,0
Tớ chia sẻ bài tập nha,0
vl !,1
chó đẻ ,1
Anh em rác vl,1
Thằng kia điên đm,1
Admin làm môn học nhé,0
đm !,1
haha,0
Con kia hãm vl,1
Thằng hãm này câm mồm vào,1
v_l mn khùng,1
Chú sửa giúp deadline nha bác,0
Chú xem qua lab nha bác,0
v_l anh em dốt,1
Nhìn cái mặt là thấy dốt rồi,1
vclll thằng kia bần,1
Vãi thật cái này hay thế,0
ừ,0
Thằng kia điên đm,1
c.l.g.t bà đẻ ra phí cơm,1
Con chia sẻ đồ án nha bác,0
Chú nộp server vui vẻ,0
Bác check code cảm ơn,0
Tao giết con gà làm thịt,0
Hi !,0
ngu v l bạn đẻ ra phí cơm,1
o'c cho' thằng kia ngu,1
v c l anh em vô học,1
Anh em rác vl,1
c.l.g.t thằng kia dốt,1
đcm đ.m,1
Nhìn cái mặt là thấy khùng rồi,1
Con làm đồ án nha,0
Ê nhé,0
Nhìn cái mặt là thấy dốt rồi,1
Bớt sủa lại đi cái thứ vô học,1
Chú xem qua lab nha,0
hihi,0
Tớ nộp môn học nha admin,0
Hi mn nhé,0
Ông điên mẹ mày,1
Nhìn cái mặt là thấy khùng rồi,1
dkm anh em lừa đảo,1
Mày tưởng mày giỏi lắm à cái loại bần,1
dkm thằng này dốt,1
Bắt chó đi dạo,0
Hello !,0
Thứ óc chó như mày thì làm được gì,1
Học nhiều muốn nổ não,0
c.l.g.t ông điên,1
vclll thằng này lừa đảo,1
Chị hướng dẫn java nhé,0
Thứ phế vật như mày thì làm được gì,1
Mày hãm chó đẻ,1
r4c con này óc chó,1
Em chia sẻ java với,0
Em chia sẻ java vui vẻ,0
đmm ...,1
Bà điên vãi l,1
o'c cho' con kia phế vật,1
Anh xem qua đồ án nhé,0
Con kia rác đb,1
Mn hãm chó đẻ,1
Con này ngu vl,1
cứt ...,1
Em tìm api không?,0
clgt d.k.m,1
ôi,0
Đừng làm hỏng đồ nhé,0
ngu v l con này ngu,1
Tớ làm code với,0
Chú xem qua server với,0
Mọi người mn,0
Món này dở tệ,0
Ông rác vcl,1
Lỗi này khó chịu ghê,0
được,0
Thứ ngu như mày thì làm được gì,1
ngu v l thằng kia óc chó,1
Hế lô cả nhà,0
c.l.g.t bà phế vật,1
Thằng này ngu clgt,1
Bớt sủa lại đi cái thứ ngáo,1
Món này dở tệ,0
vâng,0
đúng rồi,0
Con này rác chó đẻ,1
v_l thằng kia ngáo,1
vl ??,1
vãi l ??,1
Con check api ạ,0
Chú nộp server giúp mình,0
Hello nhé,0
chó đẻ ??,1
Em tìm database ạ,0
ngu v l thằng kia bần,1
đmm o'c cho',1
Đừng làm hỏng đồ nhé,0
Bác xem qua bài tập nha bác,0
Em xem qua server giúp mình,0
Bác hỏi sql giúp mình,0
Đánh bay mọi vết bẩn,0
Thứ khùng như mày thì làm được gì,1
Ê nha,0
vcl ??,1
Thằng đẻ ra phí cơm này câm mồm vào,1
Cái máy này tã quá,0
đcm ngu v l,1
đúng rồi,0
thế à,0
Tớ chia sẻ lab nhé,0
Ông điên đmm,1
ngu v l con kia phế vật,1
Chửi hay quá bạn ơi,0
ừ,0
Thứ đần như mày thì làm được gì,1
Cút ngay cho khuất mắt tao đồ bần,1
Em hướng dẫn sql nha bác,0
đcm ,1
Bà điên đmm,1
Ông hãm vãi l,1
Con nộp deadline nhé,0
Chú tư vấn đồ án ạ,0
Bà ngu chó đẻ,1
Bác nộp lab không?,0
vcl ,1
cứt r4c,1
đb ??,1
Admin hướng dẫn api nha admin,0
Thứ đần như mày thì làm được gì,1
Mn ngu tổ sư,1
Em tìm c# ạ,0
Tớ tư vấn web không?,0
Mình chia sẻ code nha bác,0
Nhìn cái mặt là thấy dốt rồi,1
đéo n.g.u,1
Hello các bạn mn,0
Chú xin lab giúp mình,0
chó đẻ ...,1
đcm ,1
cứt ??,1
Con này hãm đb,1
Chú xem qua c# với,0
Mình nộp sql không?,0
Ông ngu mẹ mày,1
Bắt chó đi dạo,0
Nhìn cái mặt là thấy dốt rồi,1
Bạn hãm vl,1
Món này dở tệ,0
tổ sư ??,1
Chị chia sẻ môn học giúp mình,0
Mày tưởng mày giỏi lắm à cái loại vô học,1
Con chia sẻ bug nhé,0
Phòng này bẩn quá,0
Mày tưởng mày giỏi lắm à cái loại điên,1
tổ sư ...,1
đúng rồi,0
vãi l !,1
mẹ mày n.g.u,1
Admin làm môn học thế nào,0
Hello cả nhà,0
à,0
đmm v c l,1
đcm !,1
được,0
r4c anh em óc chó,1
Bực mình cái mạng lag quá,0
tổ sư o'c cho',1
Con này ngu chó đẻ,1
Bà điên mẹ mày,1
Thuốc diệt chuột này mạnh thật,0
Giết thời gian bằng cách đọc sách,0
Đập tan cái nóng mùa hè,0
vl ...,1
Ông điên đm,1
Con chia sẻ bug thế nào,0
vãi l vclll,1
Bác tìm deadline cảm ơn,0
Admin nộp môn học nha,0
Em sửa giúp sql giúp mình,0
Giết thời gian bằng cách đọc sách,0
Anh em ngu đb,1
Món này dở tệ,0
Tớ check bug ạ,0
Game này khó chết đi được,0
Thứ phế vật như mày thì làm được gì,1
đéo ,1
Tao giết con gà làm thịt,0
Tao giết con gà làm thịt,0
vâng,0
đm ??,1
Nhìn cái mặt là thấy đần rồi,1
đmm o'c cho',1
Hi nhé,0
chó đẻ ngu v l,1
Con check git thế nào,0
Thứ rác rưởi như mày thì làm được gì,1
Chị hỏi c# giúp mình,0
Hello mn,0
dkm thằng này lừa đảo,1
Mày tưởng mày giỏi lắm à cái loại dốt,1
cứt c.l.g.t,1
sai rồi,0
Ông ngu đéo,1
Hế lô cả nhà,0
Con kia hãm đb,1
Em tìm lab cảm ơn,0
Đánh chết con muỗi rồi,0
Bác tư vấn server nhé,0
Giết thời gian bằng cách đọc sách,0
c.l.g.t thằng này vô học,1
Cả nhà nhé,0
Bạn điên vcl,1
ok,0
Cút ngay cho khuất mắt tao đồ vô học,1
Admin làm c# vui vẻ,0
Game này khó chết đi được,0
mẹ mày ...,1
đm v c l,1
Mình nộp server thế nào,0
Admin hỏi java nha,0
Bác hướng dẫn java không?,0
Cút ngay cho khuất mắt tao đồ phế vật,1
Mày tưởng mày giỏi lắm à cái loại phế vật,1
Mọi người nhé,0
vcl r4c,1
Chú nộp web vui vẻ,0
Bực mình cái mạng lag quá,0
à,0
Em sửa giúp deadline cảm ơn,0
ngu v l bạn hãm,1
cứt ??,1
Cút ngay cho khuất mắt tao đồ bần,1
Tớ xin đồ án nhé,0
Thằng hãm này câm mồm vào,1
Hế lô nha,0
Tớ xem qua database nha,0
Em làm bug không?,0
Hello các bạn !,0
Chào nha,0
v_l thằng kia bần,1
Ê nha,0
Con check deadline nha admin,0
cứt ,1
Cút ngay cho khuất mắt tao đồ ngáo,1
Hi mn nhé,0
Bà hãm đmm,1
đcm ngu v l,1
đ.m con này hãm,1
Đừng làm hỏng đồ nhé,0
huhu,0
Tớ hướng dẫn sql cảm ơn,0
Mình tìm git giúp mình,0
Đập tan cái nóng mùa hè,0
ngu v l bà bần,1
Tớ làm bài tập nha bác,0
Mày tưởng mày giỏi lắm à cái loại ngu,1
Học nhiều muốn nổ não,0
Chị xem qua database nha admin,0
vâng,0
Bạn rác vcl,1
Bác sửa giúp web thế nào,0
Thằng này điên đm,1
Thứ bần như mày thì làm được gì,1
v_l bạn dốt,1
Ông rác chó đẻ,1
Anh em hãm cứt,1
r4c bà ngáo,1
Con xem qua database nha admin,0
Con tư vấn api thế nào,0
Thứ dốt như mày thì làm được gì,1
Con quỷ nhỏ này đáng yêu quá,0
"Làm ăn như đcm, đồ điên",1
Thằng này rác mẹ mày,1
r4c mày khùng,1
Em check đồ án không?,0
mẹ mày o'c cho',1
Bắt chó đi dạo,0
Xin chào mn,0
đéo ngu v l,1
vâng,0
Bà điên clgt,1
cứt v c l,1
đb ,1
Bác xin deadline nha bác,0
Thằng dốt này câm mồm vào,1
Bạn điên vcl,1
mẹ mày ??,1
v c l thằng này ngu,1
Mày tưởng mày giỏi lắm à cái loại điên,1
r4c ông vô học,1
Mình sửa giúp git nha bác,0
cứt ...,1
đmm ,1
Tớ tư vấn api thế nào,0
d.k.m anh em vô học,1
Bạn hãm cứt,1
Xin chào cả nhà,0
đm ...,1
Em hỏi web không?,0
v_l ông ngáo,1
Hi mn !,0
thế à,0
hihi,0
đm ...,1
Admin xem qua môn học giúp mình,0
Cả nhà cả nhà,0
hihi,0
Chị check git nhé,0
Chị check code với,0
vâng,0
Mày ngu chó đẻ,1
đéo ...,1
Giết thời gian bằng cách đọc sách,0
Nhìn cái mặt là thấy lừa đảo rồi,1
Ê !,0
Cút ngay cho khuất mắt tao đồ dốt,1
Mày tưởng mày giỏi lắm à cái loại lừa đảo,1
đm !,1
Ê !,0
Admin tư vấn deadline không?,0
Chửi hay quá bạn ơi,0
Hi mn cả nhà,0
đ km mn óc chó,1
Nhìn cái mặt là thấy đẻ ra phí cơm rồi,1
Con này ngu clgt,1
Con sửa giúp môn học nhé,0
"Làm ăn như đb, đồ lừa đảo",1
Mày tưởng mày giỏi lắm à cái loại khùng,1
uhm,0
đcm ??,1
Anh hỏi môn học nha bác,0
chó đẻ ??,1
vclll ông đần,1
mẹ mày r4c,1
Thứ ngáo như mày thì làm được gì,1
"Làm ăn như vl, đồ lừa đảo",1
Thằng dốt này câm mồm vào,1
Admin làm database thế nào,0
Tớ chia sẻ bug nhé,0
Mình hướng dẫn môn học thế nào,0
Bắt chó đi dạo,0
Bớt sủa lại đi cái thứ bần,1
Hế lô cả nhà,0
mẹ mày ,1
Tớ làm môn học với,0
uhm,0
chó đẻ ??,1
vcl ??,1
v_l bạn vô học,1
Hế lô cả nhà,0
đmm ...,1
vcl !,1
ok,0
Thằng kia hãm đcm,1
đmm !,1
đúng rồi,0
Con này điên clgt,1
mẹ mày !,1
c.l.g.t bà vô học,1
ngu v l anh em vô học,1
vâng,0
Mn rác đcm,1
Đánh bay mọi vết bẩn,0
thế à,0
Mày ngu đmm,1
đúng rồi,0
Anh chia sẻ web nhé,0
Bắt chó đi dạo,0
ừ,0
Cả nhà mn,0
tổ sư !,1
ừ,0
Cút ngay cho khuất mắt tao đồ vô học,1
Admin check server cảm ơn,0
tổ sư ...,1
Học nhiều muốn nổ não,0
dạ,0
"Làm ăn như cứt, đồ đẻ ra phí cơm",1
v c l con này khùng,1
Con kia rác đéo,1
mẹ mày o'c cho',1
đmm dkm,1
Con quỷ nhỏ này đáng yêu quá,0
"Làm ăn như clgt, đồ rác rưởi",1
Anh nộp database không?,0
haha,0
Con kia rác đéo,1
clgt ??,1
Thằng ngu này câm mồm vào,1
Chào nhé,0
Ê nhé,0
Bà hãm đcm,1
Em chia sẻ c# thế nào,0
Hi mn,0
Bực mình cái mạng lag quá,0
Admin tìm thi nhé,0
đéo ...,1
hihi,0
đéo đ km,1
Chị làm đồ án nha bác,0
Con kia hãm đcm,1
Chú tư vấn sql với,0
đm d.k.m,1
Chị xem qua thi cảm ơn,0
Bà ngu đéo,1
Tớ chia sẻ git ạ,0
mẹ mày ??,1
Bạn hãm đéo,1
"Làm ăn như chó đẻ, đồ ngáo",1
Mọi người mn,0
Cút ngay cho khuất mắt tao đồ dốt,1
Tớ chia sẻ java ạ,0
Cút ngay cho khuất mắt tao đồ óc chó,1
Hello nha,0
Em nộp java cảm ơn,0
Mn rác vãi l,1
Chửi hay quá bạn ơi,0
Bớt sủa lại đi cái thứ ngáo,1
Thằng lừa đảo này câm mồm vào,1
Chú tìm web với,0
Tớ nộp c# nha,0
Con check git giúp mình,0
d.k.m anh em hãm,1
Anh em hãm mẹ mày,1
Con hướng dẫn server vui vẻ,0
Hi !,0
Tao giết con gà làm thịt,0
vl !,1
Chú xem qua database nha bác,0
Thằng ngu này câm mồm vào,1
r4c ông dốt,1
Mình check lab giúp mình,0
vclll thằng kia điên,1
Bực mình cái mạng lag quá,0
vãi l o'c cho',1
Em hướng dẫn lab thế nào,0
đm v_l,1
Mày hãm mẹ mày,1
Chú check sql nha,0
Học nhiều muốn nổ não,0
đ.m bà điên,1
Hế lô nhé,0
Hello các bạn mn,0
Bạn rác đéo,1
hihi,0
mẹ mày ,1
Hello cả nhà,0
clgt ,1
Món này dở tệ,0
mẹ mày !,1
dạ,0
Mn ngu đb,1
clgt ??,1
vclll mày bần,1
o'c cho' bà phế vật,1
Học nhiều muốn nổ não,0
ôi,0
Em sửa giúp bài tập nhé,0
Mày tưởng mày giỏi lắm à cái loại lừa đảo,1
Bớt sủa lại đi cái thứ ngáo,1
Con quỷ nhỏ này đáng yêu quá,0
Mn điên cứt,1
Mn rác chó đẻ,1
Chú xem qua api ạ,0
Em làm database ạ,0
Chị sửa giúp sql nhé,0
đmm ...,1
Mày tưởng mày giỏi lắm à cái loại rác rưởi,1
Vãi thật cái này hay thế,0
chó đẻ ??,1
clgt !,1
tổ sư r4c,1
d.k.m thằng kia vô học,1
vcl ??,1
Thuốc diệt chuột này mạnh thật,0
đ.m con kia óc chó,1
dạ,0
Anh hỏi bài tập nha bác,0
Ông hãm clgt,1
Anh làm deadline giúp mình,0
Tớ nộp bug vui vẻ,0
vãi l đ.m,1
không được,0
Hi nhé,0
Cút ngay cho khuất mắt tao đồ bần,1
Món này dở tệ,0
Hello các bạn mn,0
Hello các bạn nha,0
Con hỏi lab nha,0
v_l bà đần,1
Anh tìm c# cảm ơn,0
n.g.u anh em óc chó,1
Bác làm git nha bác,0
đ km bà đẻ ra phí cơm,1
chó đẻ !,1
vclll con kia phế vật,1
Thằng kia hãm đb,1
dạ,0
Admin tư vấn git nhé,0
Bớt sủa lại đi cái thứ đần,1
được,0
Chào mn,0
ôi,0
Ê nha,0
c.l.g.t thằng này ngáo,1
Anh em rác clgt,1
Admin làm môn học nha bác,0
Thuốc diệt chuột này mạnh thật,0
Chị hỏi database không?,0
Thằng điên này câm mồm vào,1
kaka,0
haha,0
Admin tìm deadline thế nào,0
Tớ check api nha,0
đb c.l.g.t,1
vậy sao,0
Con kia ngu vl,1
Bà hãm cứt,1
"Làm ăn như đmm, đồ dốt",1
Admin xin thi cảm ơn,0
đcm v_l,1
vclll con này ngáo,1
đmm ,1
Chị xin thi cảm ơn,0
Con quỷ nhỏ này đáng yêu quá,0
Em làm api với,0
Mình sửa giúp c# nha bác,0
"Làm ăn như vãi l, đồ bần",1
ngu v l anh em ngu,1
đcm ,1
Bác chia sẻ java giúp mình,0
r4c ông óc chó,1
Chửi hay quá bạn ơi,0
Mọi người mn,0
Ông rác đb,1
à,0
Vãi thật cái này hay thế,0
Chú tìm thi thế nào,0
Hế lô nha,0
đcm n.g.u,1
không được,0
Admin sửa giúp sql cảm ơn,0
vcl ...,1
Cái máy này tã quá,0
Ông hãm đmm,1
Giết thời gian bằng cách đọc sách,0
Cả nhà mn,0
Mày tưởng mày giỏi lắm à cái loại hãm,1
Tớ check lab với,0
Bạn điên đmm,1
Xin chào nhé,0
à,0
Con này điên chó đẻ,1
Bắt chó đi dạo,0
Bớt sủa lại đi cái thứ phế vật,1
Em xem qua lab thế nào,0
Lỗi này khó chịu ghê,0
đcm r4c,1
Con kia điên vãi l,1
Mày ngu mẹ mày,1
Em check thi ạ,0
Mày tưởng mày giỏi lắm à cái loại lừa đảo,1
Cái máy này tã quá,0
Em tư vấn bài tập không?,0
Bà điên tổ sư,1
Thằng kia rác cứt,1
chó đẻ o'c cho',1
Thằng vô học này câm mồm vào,1
đéo c.l.g.t,1
Bắt chó đi dạo,0
Thằng này ngu vl,1
Admin tìm code thế nào,0
r4c mn vô học,1
đcm !,1
Mày rác vcl,1
đéo d.k.m,1
cứt ...,1
Mọi người cả nhà,0
đm ??,1
thế à,0
Thằng óc chó này câm mồm vào,1
Đập tan cái nóng mùa hè,0
Chú hướng dẫn server vui vẻ,0
đ km mày lừa đảo,1
Học nhiều muốn nổ não,0
"Làm ăn như đm, đồ lừa đảo",1
Con tìm môn học nhé,0
ngu v l mày ngu,1
Bực mình cái mạng lag quá,0
Tớ hỏi sql thế nào,0
Anh em điên chó đẻ,1
Cút ngay cho khuất mắt tao đồ dốt,1
đéo ...,1
clgt c.l.g.t,1
ừ,0
Bớt sủa lại đi cái thứ rác rưởi,1
clgt ,1
Mn rác đmm,1
Mày điên clgt,1
cứt ??,1
Chào nhé,0
Chú xin code cảm ơn,0
"Làm ăn như đéo, đồ dốt",1
Chào cả nhà,0
Thứ hãm như mày thì làm được gì,1
dkm anh em phế vật,1
đcm !,1
đcm vclll,1
đb !,1
r4c anh em đần,1
Mọi người nhé,0
Mọi người cả nhà,0
chó đẻ o'c cho',1
đéo ...,1
chó đẻ đ km,1
Anh check c# nha bác,0
Mn hãm cứt,1
đm n.g.u,1
Mình hỏi môn học nha admin,0
Thằng kia ngu đcm,1
vcl vclll,1
chó đẻ ...,1
Con check java không?,0
Admin hỏi môn học vui vẻ,0
"Làm ăn như đmm, đồ bần",1
đb v c l,1
Xin chào mn,0
Admin tìm bug không?,0
Ông hãm đm,1
Game này khó chết đi được,0
n.g.u bà bần,1
Mày tưởng mày giỏi lắm à cái loại óc chó,1
Anh em ngu vl,1
Bác hướng dẫn bug nha bác,0
Nhìn cái mặt là thấy dốt rồi,1
Mn rác đcm,1
Đánh bay mọi vết bẩn,0
Mày tưởng mày giỏi lắm à cái loại óc chó,1
sai rồi,0
Hi nha,0
clgt !,1
Bực mình cái mạng lag quá,0
Thằng kia điên cứt,1
Đập tan cái nóng mùa hè,0
ngu v l con này hãm,1
Mn rác vcl,1
Chị xem qua sql với,0
Cút ngay cho khuất mắt tao đồ phế vật,1
Thứ ngáo như mày thì làm được gì,1
Con này hãm đb,1
Nhìn cái mặt là thấy óc chó rồi,1
Con xin sql nha bác,0
Chị hướng dẫn server không?,0
Anh hỏi bài tập thế nào,0
Tớ hỏi thi thế nào,0
clgt n.g.u,1
Bớt sủa lại đi cái thứ lừa đảo,1
Con quỷ nhỏ này đáng yêu quá,0
d.k.m bạn hãm,1
đúng rồi,0
vl !,1
vãi l đ km,1
ngu v l con này đẻ ra phí cơm,1
Cái máy này tã quá,0
Mày ngu đéo,1
Bực mình cái mạng lag quá,0
Tớ hỏi server không?,0
Anh xin code không?,0
đcm ...,1
Đánh chết con muỗi rồi,0
Ông ngu tổ sư,1
Con kia điên vl,1
Đánh bay mọi vết bẩn,0
Con chia sẻ web với,0
Bớt sủa lại đi cái thứ ngáo,1
Bớt sủa lại đi cái thứ dốt,1
Mọi người nha,0
Hế lô nha,0
vcl ,1
Thằng khùng này câm mồm vào,1
Thằng kia rác vl,1
Thuốc diệt chuột này mạnh thật,0
ngu v l bà đẻ ra phí cơm,1
Anh xem qua deadline vui vẻ,0
ngu v l ông ngáo,1
ừ,0
Giết thời gian bằng cách đọc sách,0
Chào !,0
Chị check java nha admin,0
Mn điên đm,1
mẹ mày ngu v l,1
clgt c.l.g.t,1
Anh xem qua deadline không?,0
d.k.m anh em đẻ ra phí cơm,1
Chào !,0
Mày ngu clgt,1
clgt c.l.g.t,1
Hello các bạn nhé,0
Con tư vấn sql vui vẻ,0
Admin làm server cảm ơn,0
n.g.u bạn ngáo,1
Bà ngu vl,1
đcm ??,1
Hello các bạn !,0
v_l anh em dốt,1
o'c cho' con kia ngu,1
Chửi hay quá bạn ơi,0
Con này rác clgt,1
tổ sư ...,1
đmm ??,1
Đừng làm hỏng đồ nhé,0
Giết thời gian bằng cách đọc sách,0
vậy sao,0
đ.m bạn phế vật,1
tổ sư v c l,1
Em hướng dẫn lab nha admin,0
Em xem qua lab giúp mình,0
đúng rồi,0
Thứ đần như mày thì làm được gì,1
Đừng làm hỏng đồ nhé,0
c.l.g.t bà dốt,1
đmm đ.m,1
clgt !,1
Bác làm server với,0
c.l.g.t anh em khùng,1
Ông hãm đcm,1
Chào nha,0
huhu,0
kaka,0
Phòng này bẩn quá,0
à,0
Lỗi này khó chịu ghê,0
Admin hướng dẫn sql nha,0
tổ sư ??,1
Anh tư vấn bug cảm ơn,0
Con quỷ nhỏ này đáng yêu quá,0
Xin chào mn,0
v c l thằng kia bần,1
Tớ hỏi git nhé,0
Mày tưởng mày giỏi lắm à cái loại lừa đảo,1
vcl dkm,1
Bớt sủa lại đi cái thứ khùng,1
đéo ngu v l,1
Bác nộp thi giúp mình,0
Bớt sủa lại đi cái thứ ngáo,1
Anh hỏi server không?,0
Con xin java với,0
Anh làm sql nha,0
Game này khó chết đi được,0
Con quỷ nhỏ này đáng yêu quá,0
chó đẻ !,1
Thằng phế vật này câm mồm vào,1
Con này điên clgt,1
Anh em điên clgt,1
Bà điên đm,1
Bác nộp lab nha bác,0
à,0
Anh em hãm vcl,1
Tớ check bài tập vui vẻ,0
vâng,0
Chú check java giúp mình,0
Học nhiều muốn nổ não,0
Hế lô nha,0
Thằng đần này câm mồm vào,1
haha,0
Bà ngu đmm,1
vcl d.k.m,1
Bác sửa giúp bài tập nhé,0
Giết thời gian bằng cách đọc sách,0
Mình làm git vui vẻ,0
Mình hỏi api ạ,0
Bắt chó đi dạo,0
đm d.k.m,1
Chú hướng dẫn api nhé,0
Chú check server nhé,0
Tớ hướng dẫn lab nha,0
Bác check api nha,0
Nhìn cái mặt là thấy bần rồi,1
Mày tưởng mày giỏi lắm à cái loại lừa đảo,1
tổ sư vclll,1
kaka,0
Ông ngu tổ sư,1
o'c cho' mày vô học,1
Cả nhà mn,0
r4c con kia đần,1
thế à,0
Cút ngay cho khuất mắt tao đồ ngáo,1
đ.m con kia ngáo,1
r4c mày ngu,1
đmm c.l.g.t,1
Con kia điên vãi l,1
Con sửa giúp java nha,0
Học nhiều muốn nổ não,0
dạ,0
kaka,0
Đánh chết con muỗi rồi,0
Mày hãm clgt,1
Game này khó chết đi được,0
Chị tìm bài tập thế nào,0
mẹ mày ??,1
Mình tư vấn lab không?,0
Em hỏi java cảm ơn,0
dkm thằng kia vô học,1
đéo !,1
đúng rồi,0
clgt !,1
Thằng kia điên đéo,1
Con này điên mẹ mày,1
Bắt chó đi dạo,0
Hi nha,0
thế à,0
Hi mn nhé,0
thế à,0
Chị nộp code giúp mình,0
Thằng kia rác đb,1
Học nhiều muốn nổ não,0
Bạn hãm chó đẻ,1
chó đẻ n.g.u,1
tổ sư đ.m,1
ừ,0
